질문,디렉토리
12589,기존여권이 전자여권인데 기간연장이...,"여권, 비자 민원"
12590,주민등록 초본 때는 방법,주민등록증 발급
12591,청소년 보건증 발급,의료보건제도
12592,세대주분리,제신고 민원
12593,주민등록증 재발급 질문,주민등록증 발급
12594,송파구청 주차장 관련 질문,신천동
12595,"자동차 주소지 변경에 관해서, 질문 드...",제신고 민원
12596,이륜차 불법주정차 단속,"법, 법률"
12597,다산콜센터,"민원, 행정"
12598,전입신고 하려고합니다,"부동산, 건축 민원"
12599,성인 기준,근로기준
12600,서울시청 아이스링크 개장,서울특별시
12601,주민등록번호 해석좀 해주세요,주민등록증 발급
12602,자동자 명의이전 시 필요한 서류,자동차거래
12603,12월25일 남대문시장,남대문로
12604,아동급식카드 구매품목,"아동, 청소년 복지"
12605,20살미필자 여권,"여권, 비자 민원"
12606,전입신고할때질문이요,"부동산, 건축 민원"
12607,보건증발급받으려는데요,의료보건제도
12608,미혼증명서 발급법 알려주세요.,가족관계 증명민원
12609,혼인신고후 등본,가족관계 증명민원
12610,13살여권,"여권, 비자 민원"
12611,주민등록등본 기재사항,가족관계 증명민원
12612,주민등록증을 다른지역에서 받으려면??,주민등록증 발급
12613,택시 기본요금 3000원인 이유,택시
12614,신분증 벌금,주민등록증 발급
12615,여권 신원조회?,"여권, 비자 민원"
12616,서울시청 대학생 알바에 대해서,서울특별시
12617,주민등록등본,가족관계 증명민원
12618,주민등록증발급통지서,주민등록증 발급
12619,전입신고 문의 드립니다.,"부동산, 건축 민원"
12620,주민등록번호앞자리변경문의,주민등록증 발급
12621,전입신고할때,"부동산, 건축 민원"
12622,주민등록 이전 관련!!!!!!!!!,주민등록증 발급
12623,민증 재발급 이천에 할수잇나요?,주민등록증 발급
12624,세대주가 전입신고 하면 질문,"부동산, 건축 민원"
12625,인터넷으로 전입신고하는법,"가족, 개인 민원"
12626,출생신고 어떤 걸 쓰는 건가요?,제신고 민원
12627,등본누구나떼수있는지,가족관계 증명민원
12628,주민등록증 언제쯤 나올까요? ㅠ,주민등록증 발급
12629,민증발급신청하고나서,주민등록증 발급
12630,혼인신고날짜확인,"연애, 결혼"
12631,주민등록등본 발급,주민등록증 발급
12632,만18세 청소년보호법밎 주민등록법,"법학, 법이론"
12633,전입신고시 세대주의 주민등록이 필요...,"가족, 개인 민원"
12634,현재 서울시청앞 스케이트장 개장하지...,서울특별시
12635,주소이전 신청시 처리기간?,"가족, 개인 민원"
12636,주민등록증을 해야되는데요,주민등록증 발급
12637,전입신고 질문좀,부동산
12638,성인 나이기준,"사회, 정치"
12639,운전면허 나이,운전면허시험
12640,보건증 발급,의료보건제도
12641,인터넷으로등기부등본발급방법,"부동산, 건축 민원"
12642,외국인과의 혼인신고,"가족, 이혼"
12643,전입신고랑 확정일자,"부동산, 건축 민원"
12644,전입신고 궁금합니다,"부동산, 건축 민원"
12645,여권만들때 가족관계증명서,"여권, 비자 민원"
12646,인감증명서 다시 받을순없나요?,가족관계 증명민원
12647,95년생 성인 (청소년관람불가),"아동, 청소년 복지"
12648,여권준비물,"여권, 비자 민원"
12649,[50]주민등록증 벌금,주민등록증 발급
12650,"청소년상담하는 법(온라인, 전화 상으...",건강
12651,아이들과 가볼만한곳중에 서울눈썰매장...,서울여행
12652,동사무소에서 인감증명서 발급,주민등록증 발급
12653,민증사진 준비물같은거..,주민등록증 발급
12654,주민등록증은몇살에하나요,주민등록증 발급
12655,여권 만들때 준비물,"여권, 비자 민원"
12656,대리인등본떼기,가족관계 증명민원
12657,방이역에서 올림픽공원 평화의문 가는...,방이동
12658,동사무소에서 주민등록증 발급에 관해...,주민등록증 발급
12659,청소년증 발급에 대해서...,주민등록증 발급
12660,보건증만들때 준비물,의료보건제도
12661,여권 만료 후 연장,"여권, 비자 민원"
12662,서울시청 시민청 가는법,서울특별시
12663,서울시 노점 점포 문의 입니다.,"판매, 유통업"
12664,서울시는 밤늦게 퇴근하는 직장여성과...,여성복지
12665,세대주 분리 가능한지?,제신고 민원
12666,민증이랑 복지카드를 분실했어여ㅜㅜ,복지
12667,버스카드 청소년등록!!!,"시내, 광역 버스"
12668,"대학졸업, 성적 증명서와 경력증명서...",생활
12669,송파구 연탄재 버리는 방법,생활
12670,미국관광비자,"여권, 비자 민원"
12671,개명후절차,"가족, 개인 민원"
12672,서울시중구에서 인바디측정 가능한 곳...,중구
12673,미성년자가 여권을 발급받을려는데 필...,"여권, 비자 민원"
12674,여권발급이 필요한 서류..,"여권, 비자 민원"
12675,서울시 지도,태평로
12676,94년12월생 여권,"여권, 비자 민원"
12677,보건진단 떼오는방법좀......,의료보건제도
12678,청소년 등본,가족관계 증명민원
12679,주민등록 말소,주민등록증 발급
12680,등본떼기!!,가족관계 증명민원
12681,보건증 준비물,의료보건제도
12682,미성년자 등본 뗄때,가족관계 증명민원
12683,미성년자 여권발급,"여권, 비자 민원"
12684,민증기간!!,주민등록증 발급
12685,여권재발급시 여권번호 미리알수있나요...,"여권, 비자 민원"
12686,주민등록증을새로발급받으려묜,주민등록증 발급
12687,티머니 청소년 등록완료..,"교통, 길찾기"
12688,차량 명의 이전방법좀 알려주세요..,자동차
12689,복지카드 재발급,주민등록증 발급
12690,금요일 밤에 북악스카이웨이 팔각정 가...,서울여행
12691,택시 기본요금 유지 시간도 짧아지고...,택시
12692,N61번 심야 버스에대해 궁금한게 있습...,"시내, 광역 버스"
12693,주민등록증 분실,주민등록증 발급
12694,등본상-세대주(본인)와 세대원(사촌)의...,가족관계 증명민원
12695,학생증없이 등본뗄라하는데,주민등록증 발급
12696,살때 티머니 청소년 등록 안했는데 제...,주민등록증 발급
12697,여권 긴급 재발급 문의,"여권, 비자 민원"
12698,혼인관계증명서 인터넷발급혼인관계,가족관계 증명민원
12699,부모님 이혼 날짜 알 수 있는 방법,"가족, 이혼"
12700,개명하는 방법 및 가능한지 알고싶습니...,"가족, 개인 민원"
12701,미성년자가 자신의 주민등록초본을 발...,"가족, 개인 민원"
12702,서울시티투어에 대해서....,서울여행
12703,보건증 만들때 꼭 자신이 사는 구의 구...,의료보건제도
12704,주민등록등본에...,가족관계 증명민원
12705,미성년자 혼자 세대주 분리,제신고 민원
12706,민증 재발급한거 몇일 안에 안찾아가면...,주민등록증 발급
12707,형제자매 가족관계증명서 떼려면...?,가족관계 증명민원
12708,보건증 재발급,의료보건제도
12709,여권준비물,"여권, 비자 민원"
12710,서울시청 지하에 박물관이 있나요,서울여행
12711,졸업증명서 발급에 대한 질문입니다.,주민등록증 발급
12712,개명후절차,"가족, 개인 민원"
12713,보건소 건강진단결과서 얼마동안 보관...,의료보건제도
12714,전입신고  내공 다걸어요~,"부동산, 건축 민원"
12715,여권발급할려면 꼭본인이가야하나요,"여권, 비자 민원"
12716,주민등로등본 보건증,주민등록증 발급
12717,주민등록등본 인터넷발급,가족관계 증명민원
12718,여권 5년,해외여행
12719,여권 재발급,"여권, 비자 민원"
12720,"전입신고, 세대주","부동산, 건축 민원"
12721,여권신청 거주지 구청내에서만 가능한...,"여권, 비자 민원"
12722,인감증명 타직역발행가능한지,가족관계 증명민원
12723,주민등록증을 잃어버렸는대용,주민등록증 발급
12724,개명시 등본같은거 때도 전혀 예전 이...,"가족, 개인 민원"
12725,주민등록등본 발급 어떻게 하나요?,주민등록증 발급
12726,증명서를 뽑아야 하는데 문서발급가능...,주민등록증 발급
12727,인터넷 전입신고시 주민센터 영업시간...,주민등록증 발급
12728,지역아동센터위치조건,"아동, 청소년 복지"
12729,등본 가족관계증명서 가족이 대리발급,가족관계 증명민원
12730,가족관계등록부 대리인 발급,가족관계 증명민원
12731,주민등록말소요,주민등록증 발급
12732,원적지가 뭔가요 !,가족관계 증명민원
12733,주민등록상의 주소 이전,주민등록증 발급
12734,학생 신분증 관련 질문 .. 내공  80!,주민등록증 발급
12735,외국인등록증 주소 변경,주민등록증 발급
12736,개명후문의요~!,"가족, 개인 민원"
12737,가족관계증명서,가족관계 증명민원
12738,민증을 만드려고하는데..,주민등록증 발급
12739,혼인신고 하려는데요,"가족, 이혼"
12740,전입신고방법,"부동산, 건축 민원"
12741,등본떼려고 하는데요....,가족관계 증명민원
12742,전입신고를 하려합니다 준비물이 뭐가...,"부동산, 건축 민원"
12743,주민등록등분띠면가족사항나오나요,주민등록증 발급
12744,대리여권발급,"여권, 비자 민원"
12745,전입신고 관련,"부동산, 건축 민원"
12746,주소 통반 어떻게아나요,주민등록증 발급
12747,주민등록상 이름변경,주민등록증 발급
12748,"생일만잇는학생증으로 등본,초본..",가족관계 증명민원
12749,인감 증명서,가족관계 증명민원
12750,등본상주소바꾸기...,가족관계 증명민원
12751,보건증 발급,의료보건제도
12752,혼인신고 시 신분증 사본으로 처리 가...,제신고 민원
12753,미성년자 등본떼는법,가족관계 증명민원
12754,시티투어버스,"시내, 광역 버스"
12755,부동산수수료!!!!!!!!!!!!!!!!!급!!!!!...,"부동산, 건축 민원"
12756,주민등록이전,주민등록증 발급
12757,주민등록말소자 기초생활수급 신청,국민기초생활보장
12758,주민등록등본 발급 받으면 본인에게 문...,주민등록증 발급
12759,동생 가족관계증명서,가족관계 증명민원
12760,주민등록증 관련질문,주민등록증 발급
12761,"애견등록후 판매시, 등록변경 신청해야...",제신고 민원
12762,청소년증!!!!!,"아동, 청소년 복지"
12763,95년생 주민등록증 발급 기간,주민등록증 발급
12764,여권에 대해서 질문있어요!,"여권, 비자 민원"
12765,세대변경어떻게해야하나요.,가족관계 증명민원
12766,주민등록증 재발급,주민등록증 발급
12767,개명으로 인해 자동차등록증 변경을 해...,자동차
12768,양육수당 질문이요,복지
12769,여권 발급 관련,"여권, 비자 민원"
12770,청계천등불축제,서울여행
12771,주민등록증,주민등록증 발급
12772,등본땔때!!!!!!,가족관계 증명민원
12773,개명후절차,"가족, 개인 민원"
12774,"민증,운전면허증 재발급 질문",주민등록증 발급
12775,남자 여권발급,"여권, 비자 민원"
12776,주민등록증 발급신청,주민등록증 발급
12777,현재 서울 택시 기본요금?,택시
12778,미성년자 전입신고,"부동산, 건축 민원"
12779,보건증질문,의료보건제도
12780,여권 재발급,"여권, 비자 민원"
12781,비오면 청계천 등불축제 아에 안하나요,서울여행
12782,민증만들때 학생증있으면,주민등록증 발급
12783,96년 12월생 주민등록증 언제 나오나요...,주민등록증 발급
12784,여권을 이틀안에받아야하는데 가능한곳...,"여권, 비자 민원"
12785,65세이상 무임교통카드 질문요,"교통, 길찾기"
12786,자동창명의이전,생활
12787,가족관계증명서.주민등록등본,가족관계 증명민원
12788,보건증 장소,"의료기관, 의료인"
12789,보건증만들때,의료보건제도
12790,가족간 자동차명의변경,자동차
12791,여권 영문성명,"여권, 비자 민원"
12792,보육료 및 양육비 신청을 늦게한거 보...,유아교육제도
12793,양육수당 타관할 신청 가능 한지요?,"입영 신청, 연기"
12794,이사갈때 양육수당 신청,사회복지
12795,등본 문제입니다.,가족관계 증명민원
12796,보건증 발급 장소 질문이요!,의료보건제도
12797,보건증 발급,의료보건제도
12798,재학증명서로등본때기,가족관계 증명민원
12799,주민등록등본 하러가기,주민등록증 발급
12800,주민등록말소 꼭본인만 가능한가요??,주민등록증 발급
12801,주민등록증 발급안하게 되면??,주민등록증 발급
12802,주민등록증을분실해서다시발급할려고합...,주민등록증 발급
12803,여권발급문의요,"여권, 비자 민원"
12804,범죄경력조회서,"법, 법률"
12805,신분증재발급은얼마나걸리나요??,기타
12806,개명허가 후..,"가족, 개인 민원"
12807,아파트 세대주 분리 문의,제신고 민원
12808,대리인 인감도장 변경할시 이런경우는...,가족관계 증명민원
12809,강동보건소,의료보건제도
12810,가족관계증명서로 등본땔수잇나요?,가족관계 증명민원
12811,최초주민등록번호부여시출생신고자료를...,주민등록증 발급
12812,저발급언제받는지,주민등록증 발급
12813,"애견등록제, 애견 매도시 신고해야 하...",제신고 민원
12814,원래 본명으로 재개명을 하고 싶습니다...,가족관계 증명민원
12815,주민등록증 발급 언제인지 알려주세요,주민등록증 발급
12816,여권 발급질문,"여권, 비자 민원"
12817,"주민등록말소에대해서,,,질문입니다.",주민등록증 발급
12818,민증 벌금낸다는데,주민등록증 발급
12819,여권유효기간 조회,"여권, 비자 민원"
12820,임시주민등록증발급(급해요ㅜㅠㅜ내공8...,주민등록증 발급
12821,지방에서 사는데 서울 동사무소에서 가...,사무지원
12822,여권을 만들려고하는데 질문이요..,"여권, 비자 민원"
12823,만18세 청소년증 발급 되나요?,주민등록증 발급
12824,고모와 조카의 관계증명서류,가족관계 증명민원
12825,여권 이름 변경,"여권, 비자 민원"
12826,혼인관계증명서,가족관계 증명민원
12827,전입신고 문의사항입니다.,"부동산, 건축 민원"
12828,개명후할일,"가족, 개인 민원"
12829,등본뗄때 필요한거...,가족관계 증명민원
12830,구청에서발급한모든세목에대한체납사실...,가족관계 증명민원
12831,주민등록증 재발급..,주민등록증 발급
12832,보건소에서 보건증 뽑을때 질문,의료보건제도
12833,가족관계증명서는 이혼한 가족도 나오...,가족관계 증명민원
12834,주소지 이전 단독세대주,주민등록증 발급
12835,미성년자 여권에대해서,"여권, 비자 민원"
12836,전입신고와 단독세대주,"부동산, 건축 민원"
12837,전입신고가 많이 늦어졌는데 그에따른...,"부동산, 건축 민원"
12838,한부모가정 신청할때 인감도장 필요한...,가족관계 증명민원
12839,민증 발급,주민등록증 발급
12840,가족관계증명서 2008년전에 사망하신분...,주민등록증 발급
12841,청소년증 질문....,주민등록증 발급
12842,택시요금 인상에대해서,교통민원
12843,세대주 신청하는 방법,생활
12844,주민등록증이나왓는데요,주민등록증 발급
12845,본인서명사실확인서와 인감문의급해요!...,가족관계 증명민원
12846,등본을떼려는대,가족관계 증명민원
12847,전입신고방법,"부동산, 건축 민원"
12848,여권 유효기간 1년 넘은 거 신규신청할...,"여권, 비자 민원"
12849,개명허가후 할일,"가족, 개인 민원"
12850,안심귀가? 서울시에서 서비스하는 거...,기타
12851,인감증명서 대리발급 관련 문의,주민등록증 발급
12852,주민등록증을 분실해서 만들려고하는데...,주민등록증 발급
12853,여권을 만들어야하는데 토요일근무하는...,"여권, 비자 민원"
12854,임시청소년증 발급에대해서요ㅜ,주민등록증 발급
12855,96.10.02민증발급기간,주민등록증 발급
12856,주민등록증,주민등록증 발급
12857,보건증발급,의료보건제도
12858,주민등록증 발급이 이번달까지인데 시...,주민등록증 발급
12859,주민번호 뒷자리의 비밀..,주민등록증 발급
12860,"청소년증 발급,교부",주민등록증 발급
12861,주민등록증 나오는 나이에 대해서,주민등록증 발급
12862,출입국사실증명서발급걸리는시간,주민등록증 발급
12863,인감변경 주소지와 거주지가 다를때 변...,가족관계 증명민원
12864,"등본,초본은 아무곳에서나 땔수잇나요?","가족, 개인 민원"
12865,동사무소 청소년증 발급,주민등록증 발급
12866,인감증명서 등록할떄요!!,가족관계 증명민원
12867,주민등록증 발급 질문 드립니다.,주민등록증 발급
12868,주민센터가 동사무소인가요?,주민등록증 발급
12869,전입신고 관련 여러가지 질문입니다.,"부동산, 건축 민원"
12870,개명.....,"가족, 개인 민원"
12871,주민등록증 재발급 문의요,주민등록증 발급
12872,전입신고 입주 전에 해도 되는지?,"부동산, 건축 민원"
12873,보건증 어디서 받나요?,의료보건제도
12874,신분증 어디서 발급 해요,주민등록증 발급
12875,학생 보건증발급,의료보건제도
12876,보건증 유효기간,의료보건제도
12877,출생신고 비용들어가나요?,제신고 민원
12878,"무주택 세대주, 세대주 분리",제신고 민원
12879,주민등록증벌금,주민등록증 발급
12880,주민 등록이 말소 되면 전에 말소지를...,주민등록증 발급
12881,2013년 민증발급,주민등록증 발급
12882,다시민증만들면전에있는민증못쓰나요?,주민등록증 발급
12883,주민등록말소,주민등록증 발급
12884,3개월 전에 아파트를 사서 들어왔습니...,"부동산, 건축 민원"
12885,인감증명서 질문이요 내공100,"가족, 개인 민원"
12886,개명 신청후 통장 발급,"가족, 개인 민원"
12887,보건증나이,의료보건제도
12888,동사무소 주민등록초본,주민등록증 발급
12889,차량등록증 재발급 가족이 받을수 있나...,주민등록증 발급
12890,여권만드는법,"여권, 비자 민원"
12891,서울시청이나 서울도서관에 무료로 프...,서울특별시
12892,대신 보건증을 찾으러간사람이 ..,의료보건제도
12893,민증발급 과태료질문좀,주민등록증 발급
12894,여권 유효기간 조회 인터넷으로 하는법...,"여권, 비자 민원"
12895,통장을 만들려는데 청소년증 인터넷 발...,주민등록증 발급
12896,호적상? 거주지가 다른곳인데 동사무소...,주민등록증 발급
12897,전입신고 궁금사항,"부동산, 건축"
12898,서울 택시요금 인상 관련 질문,택시
12899,보건증 재발급 해야되는데요...,의료보건제도
12900,양육수당에서 보육수당 변경신청,유아교육제도
12901,청소년증 발급,주민등록증 발급
12902,전입신고 질문드립니다,"부동산, 건축 민원"
12903,알바를 하려하는데  보건증이 필요하다...,의료보건제도
12904,등본떼는데 얼마필요한가요?,가족관계 증명민원
12905,주민등록증.발급기간.벌금,주민등록증 발급
12906,주민등록증 재발급,주민등록증 발급
12907,95년생민증쓸수있는날,주민등록증 발급
12908,혼인관계증명서,가족관계 증명민원
12909,여권 발급기간,"여권, 비자 민원"
12910,가족관계증명,가족관계 증명민원
12911,서울시에도 벽화마을이 몇 개 있는 걸...,취미
12912,혹시 아이를 입양하면 지원해주는 복지...,기타
12913,주민등록증을 만들려고하는데요,주민등록증 발급
12914,가족관계증명서,가족관계 증명민원
12915,개명 여권재발급 질문,"여권, 비자 민원"
12916,기본증명서 가족관계증명서,가족관계 증명민원
12917,주민등록증 분실신고,"가족, 개인 민원"
12918,신촌지역에도 대학생을 위한 희망하우...,기타
12919,주민등록등본,가족관계 증명민원
12920,민증...,주민등록증 발급
12921,전입신고 질문,"부동산, 건축 민원"
12922,주민센타 서류질문,주민등록증 발급
12923,여권기간만료에 대해서,"여권, 비자 민원"
12924,2013한강불꽃축제 입장권 필요한가요?,서울여행
12925,청소년증만들려구하는데요 100,"아동, 청소년 복지"
12926,주민등록증이 말소가 되어 다시 살리려...,주민등록증 발급
12927,여권발급 청소년(고등학생)인데 보호자...,"여권, 비자 민원"
12928,cctv 설치를 요청하고 싶은데 어떤 방...,기타
12929,서울시 자치구 중 cctv 가장 많은 구는...,기타
12930,전입신고후 혼인신고,제신고 민원
12931,급합니다 청소년전입신고 내공100,"부동산, 건축 민원"
12932,주민등록상 주소지를 변경하려고 하는...,주민등록증 발급
12933,보건증 질문입니다! 빠른답변 부탁드립...,의료보건제도
12934,민증만들러갈때 품증들고가도되나요?.....,주민등록증 발급
12935,주소이전 세대주 가능여부,"부동산, 건축 민원"
12936,친형 민증 재발급,주민등록증 발급
12937,주민등록번호하나로,"가족, 개인 민원"
12938,주민등록증 재발급받을때 얼마내요?,주민등록증 발급
12939,여권에 스펠링을 바꾸고싶은데요?,"여권, 비자 민원"
12940,가족전입신고 질문좀,"가족, 개인 민원"
12941,"카렉스 택시 (?), 그거는 기본요금 얼...","교통, 길찾기"
12942,원초본 타인이 대리발급 가능한지요,주민등록증 발급
12943,청소년 등본땔라는데,"가족, 개인 민원"
12944,보건증 발급 빠른곳,의료보건제도
12945,저98년생인데요민증나오는나이좀요..,주민등록증 발급
12946,보건증 만들때...,의료보건제도
12947,여권 기간연장,"여권, 비자 민원"
12948,요즘 날씨 정말 좋네요ㅎ 서울에서 열...,오락
12949,황사나 미세먼지 등 대기 오염물질을...,기타
12950,민증 벌금요ㅜ,주민등록증 발급
12951,최근 시프트 모집내용 궁금합니다.,"분양, 청약"
12952,2013 서울 세계 불꽃축제 한강,한강로
12953,사망시호적등본,가족
12954,임시 신분증,주민등록증 발급
12955,운전면허 주민번호,주민등록증 발급
12956,제가 세대주인데 엄마가저희집으로 전...,부동산
12957,동사무소 초본,가족관계 증명민원
12958,출생신고 그 날 당일 해야하는거 아님?,제신고 민원
12959,보건증 전국보건소어디서든 발급 검사...,의료보건제도
12960,청소년증만들기,"아동, 청소년 복지"
12961,민증분실시,주민등록증 발급
12962,혼인관계증명서,가족관계 증명민원
12963,고등학교3학년 여권 질문,"여권, 비자 민원"
12964,임시민증은 민증 잊어버렸을때만 만들...,주민등록증 발급
12965,주민등록증 만들려는데,주민등록증 발급
12966,개명허가신청,"가족, 개인 민원"
12967,주민등록증 재발급이후에 대해서 질문...,주민등록증 발급
12968,청소년증도 신분증인가요?,"가족, 개인 민원"
12969,출생신고를내년에하려고하는데,제신고 민원
12970,민증기간!!,주민등록증 발급
12971,임시민증 발급,주민등록증 발급
12972,서울시 상가 집합건물 표준관리규약을...,부동산
12973,여권 영문이름 수정 가능할까요?,영어이름
12974,주민등록등본발급방법,주민등록증 발급
12975,보육료에서 양육수당 전환시 질문이요,유아교육제도
12976,주민등록등본 발급 질문요ㅠㅠ급함,주민등록증 발급
12977,인감증명서 대리용말고본인발급용으로....,가족관계 증명민원
12978,주민등록등본 떼면,가족관계 증명민원
12979,한부모가족증명서를 신청하고 싶은데요...,가족관계 증명민원
12980,주민등록증 재발급,주민등록증 발급
12981,(급)전입신고 날짜요ㅠㅠ,"부동산, 건축 민원"
12982,보건증발급,의료보건제도
12983,반려견 등록 변경,주민등록증 발급
12984,청소년증 발급,"아동, 청소년 복지"
12985,가족관계증명서에 나오는가족?,가족관계 증명민원
12986,개명에관하여,"가족, 개인 민원"
12987,주민등록증 발급,주민등록증 발급
12988,본적 주소 면사무소에서 알수있나요?,가족관계 증명민원
12989,청소년 개명과 주민등록증 발급,주민등록증 발급
12990,여권발급 문의,"여권, 비자 민원"
12991,주민등록증발급,주민등록증 발급
12992,[복지] 장애인은 지하철 무료(공짜)인...,장애인복지
12993,전입신고질문,"부동산, 건축 민원"
12994,주민등록증사용문의,주민등록증 발급
12995,가족관계증명서 이혼가정일경우,가족관계 증명민원
12996,세대주 조건,제신고 민원
12997,보건증 재발급 대신 새로 발급되나요?,의료보건제도
12998,출생신고 못하면 예방접종도못하나요?,"아동, 청소년 복지"
12999,주민등록 말소된거 다시 살릴라는데요...,주민등록증 발급
13000,주민등록증 발급통지서,주민등록증 발급
13001,주민등록등본으로도 보건증을 만들수있...,의료보건제도
13002,질문이요 강아지 등록증 날짜 언제까지...,"개, 강아지"
13003,출생신고기간..벌금.,주민등록증 발급
13004,주민등록증 재발급 문의,주민등록증 발급
13005,주민등록증 발급방법,주민등록증 발급
13006,부모님이 미성년자 인감증명서 대리발...,가족관계 증명민원
13007,보건증 발급시 준비물(의료보험증은안...,의료보건제도
13008,운전면허증 경찰서에서 재발급되나요.?...,교통민원
13009,95년생민증,주민등록증 발급
13010,부부가 같은 집에 살면서 세대 분리 되...,제신고 민원
13011,등본떼러갈때ㅠㅠ,가족관계 증명민원
13012,가족 관계증명서 발급,가족관계 증명민원
13013,가족관계증명서 다나오는지? (혼인한사...,가족관계 증명민원
13014,주민등록말소는개인이신청할수있나요,주민등록증 발급
13015,주민등록증 발급,주민등록증 발급
13016,여권 제가 만들 수 있나요?,"여권, 비자 민원"
13017,주민등록등본,주민등록증 발급
13018,등본에 말이죠,가족관계 증명민원
13019,청소년 여권 나이,"여권, 비자 민원"
13020,주민등록증 발급통지서,주민등록증 발급
13021,법인 차량 주소 이전,자동차
13022,성씨개명신청 어디서해요?,"가족, 개인 민원"
13023,자동차등록증 주소이전 해야할까요?,교통민원
13024,가족관계증명서,가족관계 증명민원
13025,청소년증관해서,주민등록증 발급
13026,재산세 문의입니다..,재산세
13027,주민등록등본,주민등록증 발급
13028,광화문에 있는 해치서울샵 없어졌나요?,세종로
13029,혼인신고관련문의 입니다. 아주급한 거...,제신고 민원
13030,제가 제적등본,가족관계 증명민원
13031,학생증이없는데 주민등록증 발급가능한...,주민등록증 발급
13032,인터넷으로  고등학교 성적증명서를 발...,주민등록증 발급
13033,주민등록등본 발급,주민등록증 발급
13034,주민등록증언제 만들어요?,주민등록증 발급
13035,보건증만들때,의료보건제도
13036,사망신고는 언제 해야 해야 좋을까,제신고 민원
13037,혼인신고관련,제신고 민원
13038,다른지역에서 주민등록등본,가족관계 증명민원
13039,등본 학생한테 뜯어주나요?,가족관계 증명민원
13040,(급) 부모의 혼인관계 증명서랑 제적등...,가족관계 증명민원
13041,주민등록본 구해야하는데..;,주민등록증 발급
13042,민증발급준비물,주민등록증 발급
13043,주민등록증 분실로 인한 재발급 질문좀,주민등록증 발급
13044,신분증 재발급 문제,"가족, 개인 민원"
13045,청소년증 발급,주민등록증 발급
13046,청소년증 발급질문,주민등록증 발급
13047,민증언제나오나요?,주민등록증 발급
13048,가족관계증명서 대해....,가족관계 증명민원
13049,아빠등본떼기,가족관계 증명민원
13050,성범죄경력조회기록 인터넷발급?,주민등록증 발급
13051,주민등록초본,가족관계 증명민원
13052,경찰서에 운전면허증 재발급신청햇는데,교통민원
13053,서울투어버스 있어요?,서울여행
13054,서울시 장애인 콜택시 교통카드 결제되...,장애인복지
13055,민증 벌금 ㅠㅠㅠㅠㅠㅠㅠ 급해요,주민등록증 발급
13056,보건증만들면집주솓ㄷ드나요,의료보건제도
13057,보건증 발급받으려하는대 내공100,의료보건제도
13058,이사한지 14일이 지낫는데 전입신고 하...,"부동산, 건축 민원"
13059,등본주소지가,가족관계 증명민원
13060,돌아가신 할아버지 주민등록 등본 발급...,가족관계 증명민원
13061,다른 세대주 밑으로 전입신고 질문드립...,"가족, 개인 민원"
13062,가족관계증명서를뗼려합니다.,가족관계 증명민원
13063,지금등본한장잇는데,가족관계 증명민원
13064,전입신고 문의합니다,"부동산, 건축 민원"
13065,"주민등록등본,기본증명서,가족관계증명...",가족관계 증명민원
13066,인감증명서 발급 방법,주민등록증 발급
13067,민증 확인서,주민등록증 발급
13068,엄마 기준 가족관계증명서,가족관계 증명민원
13069,티머니 청소년 카드 등록,주민등록증 발급
13070,보건증때러갈때 학생증,의료보건제도
13071,주민등록증 만드는법,주민등록증 발급
13072,전입신고 ? 주소이전 ?? 질문드려요,"부동산, 건축 민원"
13073,여권 만료기간에 대해서,"여권, 비자 민원"
13074,주민등록증 발급,주민등록증 발급
13075,주민등록증발급나이,주민등록증 발급
13076,등본때는법,주민등록증 발급
13077,만팔세이하여권발급,"여권, 비자 민원"
13078,청소년증대해서,"아동, 청소년 복지"
13079,임시신분증발급,주민등록증 발급
13080,질문들어갈께요  1. 이사를 했는대 동...,"부동산, 건축 민원"
13081,전입신고를 안했어요~,"부동산, 건축 민원"
13082,개명신청서류 준비했는데 봐주세여~,"가족, 개인 민원"
13083,신규 주민동록증 발급,주민등록증 발급
13084,주민등록등본 발급,주민등록증 발급
13085,전입신고 한지 얼마 안됐는데 다시 살...,"부동산, 건축 민원"
13086,주민등록증,주민등록증 발급
13087,가계주민세 세사는집주민세두가지납부,주민등록증 발급
13088,혼인신고는 어느지점에서 하든 상관없...,"가족, 개인 민원"
13089,혼인신고 혼자서 가능해요?,생활
13090,전입신고 안해도되나요?,부동산
13091,부모님 주소로 전입신고하려면,부동산
13092,전입신고 후 등본,가족관계 증명민원
13093,전입신고 질문드려요,부동산
13094,임시청소년증만들려고하는데요.,청소년관련법
13095,02년 고등학교 졸업생 성적증명서 발급...,주민등록증 발급
13096,한부모가정조건이되나요?,여성복지
13097,인터넷에서 신분증발급 ㅠㅠ,주민등록증 발급
13098,차상위계층 증명서 질문,"가족, 개인 민원"
13099,부모님 인감증명서 발급,가족관계 증명민원
13100,자동차 명의이전 관련해서 질문드립니...,교통민원
13101,주민등본 발급방법,주민등록증 발급
13102,양육수당통장변경요,"아동, 청소년 복지"
13103,이사전에 전입신고을 하면 양육수당은...,"튀김, 부침"
13104,주민등록증 질문이요,주민등록증 발급
13105,알바 보건증이랑 등본이요,가족관계 증명민원
13106,민증신청떔에요ㅜㅜ,주민등록증 발급
13107,여권발급어떻게,"여권, 비자 민원"
13108,주민등록증 발급에 대해서;;,주민등록증 발급
13109,원초본 발급받을려고 하는데요,주민등록증 발급
